electra_output,label,conv_output,distilbert_output,roberta_output,bert-base_output
0.27816367,1,0.27943295,0.3303863,0.33459702,0.2721761
0.37506485,6,0.31541935,0.28427386,0.35368136,0.29705206
0.3120358,3,0.29693627,0.31556353,0.33272755,0.26927125
0.30909508,3,0.3844404,0.3844647,0.428866,0.43503556
0.3436914,4,0.30657718,0.30400518,0.36713636,0.38067934
0.30006966,2,0.38655138,0.33446962,0.39212057,0.32225335
0.28973147,4,0.29352686,0.31823596,0.31577545,0.3076896
0.37971407,2,0.36106783,0.38377172,0.34062296,0.34565195
0.30791298,5,0.28141043,0.30250758,0.3381,0.36331174
0.3614673,5,0.35822144,0.32231322,0.4037103,0.38291696
0.27065954,2,0.307575,0.3138809,0.32864216,0.4047795
0.29951766,3,0.31200382,0.29246762,0.34280854,0.32681015
0.32040277,3,0.32420433,0.29305682,0.30051765,0.32740176
0.33598262,5,0.29572928,0.32792294,0.34922907,0.3564868
0.31995738,2,0.38603327,0.3643917,0.4183013,0.3809677
0.33009055,2,0.31624842,0.34457475,0.3515069,0.3584649
0.32572663,2,0.30374372,0.28015894,0.3958085,0.34797823
0.29421905,1,0.2716039,0.34231973,0.41510838,0.34294504
0.35688886,5,0.34716675,0.34018347,0.34623885,0.33852202
0.3167904,4,0.3348504,0.32988727,0.27323264,0.3732532
0.3403607,4,0.2979762,0.28059646,0.29714945,0.30304292
0.27607304,4,0.3476327,0.35999358,0.31218717,0.28947577
0.27949846,5,0.3301903,0.35790825,0.35378394,0.30594423
0.3375394,3,0.3608554,0.2681091,0.3519483,0.29675993
0.35083547,5,0.31773454,0.3021175,0.30770457,0.300701
0.34713674,5,0.32603434,0.33759415,0.35745296,0.35515812
0.2854809,6,0.32371983,0.3052876,0.33415428,0.3420699
0.2994038,4,0.29898128,0.35525197,0.33198106,0.35007703
0.3863563,5,0.31135336,0.27546543,0.353424,0.31180525
0.31734338,4,0.3462493,0.29996017,0.295206,0.36855754
0.31828222,3,0.3382834,0.31727764,0.38967147,0.3349943
0.34894463,1,0.3349054,0.40168434,0.4132617,0.3585413
0.27451977,0,0.54379016,0.19653574,0.73588914,0.36481968
0.30363122,2,0.35336977,0.36746264,0.3480893,0.38111305
0.28934294,3,0.27874815,0.3005309,0.2743802,0.31541967
0.27495396,5,0.27113906,0.29763493,0.3302878,0.27600315
0.3484971,4,0.35560676,0.30061817,0.37671444,0.33632934
0.31954455,5,0.31299156,0.3074857,0.31902894,0.36733872
0.26414716,1,0.44307995,0.23561753,0.54165846,0.3362582
0.31185374,3,0.32357365,0.26721647,0.30048066,0.34774145
0.27128643,4,0.2621024,0.2551108,0.27093267,0.31176904
0.37005484,1,0.31979054,0.32924083,0.30295327,0.3064492
0.2758256,5,0.3219027,0.33396628,0.31106555,0.33122826
0.34266645,6,0.30653745,0.31103128,0.34331223,0.29388034
0.32368097,3,0.31209874,0.29730457,0.41420206,0.29040062
0.3590914,5,0.33701447,0.35127836,0.3409388,0.28630212
0.3012876,5,0.359572,0.3497843,0.36664554,0.31235635
0.30817774,4,0.28382596,0.35464624,0.28573,0.38911486
0.33393127,2,0.26393893,0.33563688,0.32165536,0.35395262
0.24751426,3,0.3356743,0.35145652,0.31696993,0.39877146
0.31240147,6,0.32065997,0.3123981,0.34273508,0.30683604
0.32037675,6,0.32357323,0.28710866,0.2928135,0.31372613
0.29787514,4,0.3081594,0.30731076,0.27328992,0.3515228
0.29912043,4,0.28653693,0.29438016,0.31469035,0.35405472
0.2801919,2,0.3812826,0.309981,0.45137864,0.38398096
0.3472764,4,0.34407136,0.3185234,0.32196528,0.3463425
0.33811003,6,0.2991386,0.29478925,0.345561,0.3282901
0.36581618,3,0.3202937,0.3356662,0.34602603,0.28656444
0.33974594,5,0.34723288,0.31840414,0.37413985,0.34546888
0.3217692,3,0.36419743,0.3908589,0.42221177,0.36916685
0.30100748,2,0.3624109,0.30719727,0.33247343,0.34509015
0.31803775,5,0.32615036,0.3577855,0.3448493,0.33478674
0.2344046,0,0.32770312,0.30862287,0.49238014,0.2598799
0.2835604,1,0.3949148,0.3400525,0.40093693,0.32157028
0.2932877,3,0.28184643,0.36504468,0.3448732,0.4010251
0.2910774,5,0.32579574,0.3274407,0.36512405,0.3641045
0.33247405,2,0.35504493,0.35849425,0.27874503,0.3333361
0.324518,6,0.2668015,0.26752818,0.31732965,0.28862467
0.29312417,4,0.3098763,0.30053702,0.3197967,0.3310979
0.30779594,3,0.2952437,0.29235464,0.39454716,0.3272921
0.30341214,2,0.35886756,0.36989167,0.42225617,0.31476757
0.341456,2,0.3726709,0.40320343,0.38041788,0.42095843
0.29476827,4,0.30672938,0.270496,0.32182282,0.3161185
0.32932815,2,0.33370337,0.2354695,0.3947746,0.3027634
0.32071456,2,0.32188675,0.31604165,0.3314809,0.37387574
0.28683633,3,0.2816661,0.3309476,0.2938175,0.2990347
0.3438075,2,0.29505077,0.3421288,0.46978343,0.40224254
0.39936146,5,0.35989302,0.30902687,0.42934296,0.38920814
0.2998101,1,0.38173398,0.33039623,0.34064308,0.30273923
0.32196903,3,0.2758612,0.26692972,0.28783223,0.32114947
0.34796125,5,0.30027705,0.31997573,0.28165114,0.33011857
0.30038103,2,0.31726447,0.32959452,0.30897942,0.27389923
0.29360768,5,0.29348406,0.24937707,0.3618194,0.31985614
0.28209606,4,0.29312232,0.27075902,0.36298165,0.32571098
0.33039638,5,0.3551479,0.31943867,0.32125548,0.4052374
0.26955733,1,0.3056104,0.32961908,0.41030315,0.28289473
0.32369575,3,0.31495768,0.30095387,0.37302512,0.31247088
0.317647,2,0.32375813,0.29850107,0.37881392,0.33377174
0.30180386,1,0.29760912,0.3267325,0.35373205,0.30218047
0.32825994,3,0.3180716,0.3707977,0.33798856,0.3603328
0.2946383,3,0.3384188,0.28082806,0.28502217,0.32252565
0.30084476,4,0.29898244,0.31674847,0.31257406,0.3246503
0.3160687,6,0.2944369,0.29184958,0.28242305,0.37198296
0.32947013,6,0.29633904,0.26695597,0.34294444,0.31800857
0.31093505,4,0.31026456,0.3581486,0.32921487,0.3245953
0.2958556,5,0.34492368,0.30526033,0.35013747,0.26428872
0.3283978,2,0.33172405,0.33393374,0.40525344,0.28761682
0.28651673,2,0.2897978,0.32329276,0.32256934,0.3043255
0.3094472,2,0.4053046,0.34771195,0.3547193,0.33125293
0.34462118,5,0.30611226,0.37531805,0.3841282,0.39018634
0.33631372,3,0.3246806,0.3000078,0.3925737,0.3432921
0.2800927,4,0.28573477,0.2755128,0.32797104,0.31693515
0.33514354,4,0.29654148,0.31476462,0.38487816,0.29538962
0.30248666,2,0.3656054,0.38489416,0.41144985,0.3297191
0.33733162,4,0.32769135,0.3120479,0.35782653,0.33184043
0.352608,3,0.37004352,0.41343883,0.39971244,0.41039196
0.32837448,3,0.2790433,0.38385814,0.33808288,0.3714505
0.29628018,3,0.31025663,0.34492004,0.3447046,0.3279076
0.31737933,1,0.27781686,0.2917195,0.31838268,0.38765323
0.30374116,4,0.34816188,0.33556128,0.34918466,0.32775295
0.30183166,4,0.3433847,0.3228248,0.41724563,0.32248873
0.31661722,6,0.2878903,0.31692165,0.36340532,0.33530226
0.3241979,3,0.3005163,0.331798,0.33575365,0.2600259
0.26507038,3,0.27793372,0.26699483,0.31728527,0.31501445
0.31616926,6,0.26299024,0.3124352,0.36756772,0.35880786
0.30959904,4,0.336693,0.3522014,0.37081054,0.41211078
0.27934504,3,0.29168606,0.26766494,0.30819294,0.35467887
0.3154362,4,0.29810748,0.3734008,0.32058227,0.4241836
0.27926618,4,0.34087244,0.31195593,0.35153866,0.33933687
0.24961327,4,0.26795852,0.30257893,0.3362391,0.35161012
0.27697256,5,0.37775144,0.32686687,0.377737,0.40149137
0.33826762,3,0.29761267,0.36603403,0.31982163,0.42551506
0.34067166,4,0.2846224,0.30050927,0.32003927,0.38277745
0.32621297,5,0.30562142,0.24625164,0.36438993,0.29884708
0.31030515,4,0.28507677,0.31376693,0.3614669,0.35531312
0.25695235,0,0.30932385,0.2960511,0.40466845,0.28989756
0.25167683,0,0.374105,0.32246757,0.55235,0.31107256
0.33739588,1,0.3066871,0.3130134,0.41918516,0.34741515
0.27719188,5,0.29490745,0.30030584,0.32909888,0.31238037
0.2834599,4,0.27820486,0.40637305,0.33756515,0.33270463
0.33137664,4,0.31506306,0.2610476,0.3211788,0.40593645
0.34728935,3,0.3339712,0.28245133,0.37232116,0.31001994
0.2676344,3,0.27366826,0.29998243,0.37666523,0.31114924
0.29217714,4,0.32854146,0.35788637,0.29326287,0.2892543
0.29584363,6,0.2685838,0.340577,0.3105107,0.27026838
0.29532903,2,0.42162904,0.32487193,0.3030422,0.28699583
0.24698374,0,0.33122528,0.26356494,0.60678524,0.32974178
0.28090078,5,0.32290336,0.30900657,0.35696077,0.3810089
0.30636296,2,0.32657146,0.3626332,0.37378973,0.36792853
0.2732356,2,0.32802907,0.33194876,0.28216207,0.30083805
0.34534845,2,0.34370798,0.3839136,0.42222962,0.40049177
0.2707276,0,0.2552254,0.26212063,0.55531055,0.35823753
0.33551395,5,0.28597373,0.31226873,0.3041043,0.2993464
0.34847128,5,0.31409252,0.28438893,0.37477604,0.30352592
0.34509394,2,0.35652632,0.34836915,0.39074513,0.4440878
0.31052804,6,0.28377587,0.28488603,0.33587036,0.38925332
0.28739738,0,0.54144156,0.1847753,0.48730224,0.2983445
0.27816266,3,0.29491922,0.26611158,0.337519,0.31641507
0.29351443,5,0.30487168,0.29737222,0.3335554,0.3109988
0.27878475,3,0.37496215,0.33358496,0.38177454,0.3414883
0.29608658,1,0.3679573,0.3787284,0.42801625,0.38447928
0.25834128,4,0.32905808,0.3645328,0.32133883,0.31272495
0.25772676,0,0.3267752,0.32842693,0.2914871,0.26665354
0.21432003,4,0.55030507,0.19151664,0.5992237,0.44421664
0.29426318,0,0.47261855,0.21190889,0.7055397,0.35421208
0.3300205,3,0.31096345,0.35251543,0.39229214,0.348995
0.27057934,2,0.40396616,0.19812512,0.4757444,0.31481215
0.3307493,3,0.3208959,0.3263688,0.35816595,0.37933013
0.29622135,4,0.27536562,0.29295018,0.30474576,0.37800485
0.2972459,3,0.34365642,0.325543,0.32791215,0.3027347
0.31406605,1,0.2821541,0.3343893,0.30565286,0.43614522
0.28472254,2,0.27069268,0.2931145,0.35684755,0.32428533
0.29739493,3,0.29945585,0.3177787,0.30113718,0.32421318
0.27037564,0,0.4868878,0.20190232,0.72942424,0.4382468
0.3308766,1,0.33974817,0.3319051,0.3751527,0.29623672
0.30006143,2,0.28307322,0.31174654,0.33204758,0.35038596
0.2869898,3,0.3117948,0.27947414,0.33586264,0.27310005
0.30150253,2,0.30647093,0.32601255,0.30002764,0.27246523
0.36261344,4,0.3254845,0.31995595,0.3156397,0.31473252
0.36983567,6,0.30697417,0.33152685,0.39851978,0.31951663
0.33247617,2,0.36831528,0.35162538,0.31748483,0.26782584
0.26257563,2,0.3204083,0.27609906,0.35871756,0.28628477
0.2904233,4,0.3091172,0.29609767,0.33597803,0.2973498
0.30721587,2,0.34149882,0.37188914,0.40603164,0.4181983
0.28349262,2,0.2952898,0.26714346,0.27241403,0.29440394
0.31860456,6,0.36653584,0.35302293,0.35138327,0.32401705
0.3270008,1,0.33280206,0.30929926,0.45343465,0.3323391
0.32240114,4,0.3403694,0.28792244,0.3293531,0.25981152
0.41450095,6,0.35118303,0.338763,0.3609812,0.35736093
0.282911,3,0.3007249,0.3830162,0.29472625,0.3764885
0.3488385,5,0.34843272,0.3254898,0.40169212,0.31642574
0.28543693,2,0.28634882,0.254721,0.33836654,0.2505484
0.2512815,0,0.44375128,0.22394364,0.4476816,0.41411048
0.29385954,2,0.3713539,0.29159844,0.32285115,0.34904546
0.29640263,2,0.32026398,0.3458841,0.2669148,0.31096113
0.3053374,4,0.30848312,0.31964472,0.3191168,0.30074573
0.35355505,5,0.33087066,0.26863107,0.28159904,0.41058296
0.34048215,3,0.40446046,0.41688773,0.3696212,0.3890606
0.33030167,6,0.34273574,0.28205466,0.35155717,0.36875445
0.2814574,0,0.52142936,0.1903931,0.67049176,0.45400408
0.34374505,3,0.36739534,0.32516235,0.39455554,0.3339311
0.30581418,4,0.2771499,0.34744418,0.28689024,0.38434973
0.35531345,5,0.2940492,0.32776028,0.3194482,0.3342349
0.28359658,4,0.29539037,0.33153015,0.28445268,0.34244218
0.3140853,6,0.36603686,0.31596783,0.2805066,0.25554094
0.2756848,3,0.28665206,0.2511603,0.29410383,0.3143562
0.30913147,2,0.30908215,0.374497,0.42535484,0.38456306
0.30375487,5,0.273687,0.3078338,0.35019693,0.34571445
0.34365126,6,0.3194232,0.30250782,0.42735386,0.3408819
0.3300366,2,0.3520216,0.37313175,0.41566634,0.40496665
0.26616135,4,0.28929624,0.33099794,0.3116228,0.29615107
0.29007876,5,0.35401934,0.32480147,0.3397482,0.3677423
0.32489702,1,0.3747236,0.39303443,0.37849554,0.35729286
0.29915327,1,0.28899217,0.31192556,0.29561877,0.3130924
0.30286175,1,0.29862797,0.33313143,0.3299434,0.36708435
0.3332289,4,0.31242535,0.32905164,0.32561678,0.28146937
0.32386214,5,0.28121492,0.29477057,0.37753552,0.33563092
0.28079164,0,0.48185372,0.22588183,0.64822584,0.53415227
0.30625743,1,0.29883367,0.30644277,0.35227546,0.36698425
0.30510712,3,0.3121994,0.28508568,0.32422346,0.28590372
0.31975806,2,0.33737752,0.3607597,0.39666125,0.34890968
0.39800128,6,0.31037396,0.31898102,0.3823569,0.32020596
0.33530593,2,0.27521905,0.27095035,0.34794316,0.32367888
0.3889738,6,0.30870432,0.31134823,0.2895872,0.27079338
0.30646735,4,0.29397652,0.31439903,0.3429803,0.31082192
0.2794528,4,0.29471806,0.33519349,0.34717396,0.34827998
0.32263237,6,0.32270223,0.32424667,0.26857635,0.34006312
0.27968803,6,0.26979312,0.3162479,0.36201647,0.2614677
0.28550875,4,0.29638073,0.35930553,0.34961146,0.3027478
0.3318758,2,0.38321126,0.32332882,0.4080939,0.3051913
0.30348963,3,0.28718108,0.31438747,0.32462832,0.30664033
0.31402168,3,0.28484097,0.32957426,0.30623165,0.3243925
0.34669587,1,0.38162073,0.36311275,0.39870793,0.28064826
0.29847094,4,0.32538357,0.3115417,0.2961799,0.30679023
0.29084685,4,0.29476663,0.34494644,0.29117692,0.3122685
0.29817858,5,0.3066617,0.348568,0.3033854,0.400495
0.30271342,5,0.3273712,0.29188266,0.38351196,0.377277
0.31770688,2,0.29602388,0.30916438,0.2972552,0.2824547
0.2922513,3,0.29134375,0.2829209,0.30779883,0.31756872
0.2975531,3,0.35130322,0.29834604,0.292302,0.41379613
0.30676046,2,0.38594934,0.32668978,0.41802117,0.32611525
0.2949664,3,0.28867894,0.302751,0.32603222,0.3472773
0.30220616,2,0.3446193,0.342216,0.3604328,0.2716747
0.2580739,2,0.34645987,0.34072772,0.44383144,0.2993189
0.3434184,3,0.3547712,0.31997994,0.29720795,0.30890116
0.31112844,3,0.2885878,0.3384265,0.44578022,0.3191032
0.27636406,2,0.2887473,0.22766753,0.33655772,0.28002015
0.2962304,2,0.2712037,0.29837587,0.30878383,0.31094554
0.31257287,4,0.30184206,0.30267906,0.33907986,0.29768664
0.26497698,4,0.30238748,0.3083067,0.3532315,0.2976768
0.3120305,2,0.35592413,0.3755827,0.3984948,0.3605852
0.30936068,6,0.3378464,0.3268895,0.34125033,0.34638646
0.3422996,6,0.37108034,0.33349708,0.35389522,0.30993223
0.3144575,2,0.34973466,0.3575943,0.3854852,0.32837
0.3306103,1,0.3893661,0.29885265,0.37012216,0.34680536
0.29101393,3,0.29862574,0.3305724,0.37063748,0.27226657
0.33591017,3,0.38026166,0.36130935,0.3977332,0.28399068
0.3443414,6,0.31580937,0.36281493,0.32593277,0.29567257
0.32019225,2,0.3081565,0.3441757,0.3456733,0.34228203
0.335561,4,0.29319084,0.3019848,0.31284654,0.35496837
0.28902242,2,0.25883925,0.29624322,0.40084752,0.32245106
0.29287812,6,0.29512388,0.30870625,0.27149513,0.33632746
0.29609454,3,0.29633465,0.30473945,0.3088319,0.3402257
0.34415823,5,0.3528638,0.27509484,0.36574218,0.3342468
0.28915903,1,0.3359663,0.30538288,0.38841707,0.38643432
0.29137403,3,0.28926036,0.29885846,0.36394653,0.3405579
0.27042937,3,0.28953934,0.3205004,0.3383613,0.38146558
0.35001004,5,0.30359793,0.37285376,0.27525675,0.29333696
0.3159173,3,0.28241757,0.26282024,0.32287183,0.36945635
0.29781002,6,0.2980375,0.28011551,0.34226388,0.32437068
0.3059904,2,0.37208757,0.3962341,0.36624366,0.3752534
0.33898807,4,0.31062052,0.34343567,0.3375939,0.32272097
0.3025867,2,0.30969894,0.24140626,0.29844853,0.29968935
0.3002451,3,0.31254736,0.30293402,0.28378576,0.37368897
0.34152564,4,0.2625907,0.2811647,0.26136053,0.32814023
0.32251427,3,0.30767447,0.33417508,0.37823826,0.35047144
0.31691337,3,0.27975672,0.3008872,0.3265903,0.29873005
0.33441016,2,0.31190443,0.3626712,0.33725217,0.33048883
0.32475016,4,0.30670923,0.36514488,0.33132097,0.28792045
0.3081739,3,0.2986243,0.30076092,0.32496798,0.32231697
0.37161902,5,0.3763888,0.35230005,0.45569935,0.2953662
0.2682376,3,0.30425042,0.30983123,0.34100387,0.3113519
0.30090123,2,0.30574754,0.37419447,0.36516488,0.34765178
0.32181224,1,0.28756824,0.31617853,0.34682542,0.26236758
0.32213154,4,0.34353003,0.32430512,0.30744067,0.35976818
0.29685766,3,0.3161915,0.28360343,0.32031658,0.31818718
0.3069983,4,0.30702227,0.2585414,0.342388,0.33321583
0.26419485,4,0.2874796,0.30591854,0.37607405,0.32169896
0.28350765,3,0.30581984,0.33029604,0.33592215,0.32100785
0.3587227,5,0.35364264,0.34635627,0.41188473,0.32300234
0.340487,6,0.31040153,0.3237328,0.3203044,0.3236518
0.30347824,4,0.293304,0.30638376,0.3845634,0.37714213
0.38844737,4,0.33474764,0.3268734,0.34115323,0.30197534
0.30872312,1,0.30923456,0.34612226,0.29453036,0.35588613
0.30053395,4,0.28807372,0.3174687,0.2939108,0.36619985
0.33093074,3,0.34760657,0.31215033,0.38622186,0.35900012
0.27521387,2,0.36319962,0.40607572,0.32045844,0.32413954
0.34304446,6,0.3221304,0.31692988,0.35582784,0.3880073
0.28911275,3,0.32836834,0.35503045,0.30501148,0.3365539
0.2835811,5,0.30639252,0.34561494,0.31156382,0.3416007
0.30376408,6,0.37093037,0.38553536,0.3429472,0.24050015
0.26229194,3,0.30952913,0.30163234,0.28510055,0.28584102
0.35688487,5,0.3577901,0.32335404,0.32520798,0.35783827
0.3197145,3,0.27992293,0.30107954,0.38333553,0.3229944
0.33505955,3,0.33757815,0.3060806,0.34563226,0.30022666
0.30386412,6,0.3099252,0.2933596,0.3001536,0.3185338
0.33294466,5,0.33569765,0.30916455,0.31723115,0.4047504
0.31089824,4,0.29714265,0.3528043,0.31776786,0.2901971
0.33973902,2,0.34805617,0.35774744,0.43460009,0.3817625
0.36603737,5,0.35034052,0.28703156,0.42078316,0.3248835
0.28654745,1,0.2928319,0.30764502,0.37881336,0.3375119
0.29351246,2,0.38343722,0.41782045,0.40125173,0.40932006
0.3090843,3,0.3121891,0.3105365,0.31756434,0.32263586
0.280885,3,0.31028253,0.29646623,0.293912,0.33660126
0.27694815,4,0.34566477,0.29970592,0.28602827,0.3111127
0.37620416,5,0.34851643,0.2872596,0.3630429,0.3301843
0.31102338,3,0.36640796,0.34308523,0.3911787,0.3439645
0.26009217,4,0.28033662,0.28026557,0.3811801,0.33551213
0.2760139,1,0.3457821,0.35063088,0.44191894,0.46753755
0.3010394,4,0.29440135,0.34449407,0.29090244,0.30606222
0.28305689,4,0.32472733,0.2898963,0.2998999,0.3713312
0.32215106,3,0.32642898,0.3515308,0.38962054,0.33277178
0.36096478,5,0.323145,0.31954157,0.27249327,0.3024919
0.26281345,4,0.25009137,0.28686476,0.3222638,0.26587582
0.31874284,3,0.5305996,0.1939391,0.6203659,0.38485715
0.26040515,2,0.29102293,0.28438887,0.3526119,0.3123858
0.2675708,4,0.2849272,0.34839556,0.3219206,0.29192358
0.31609237,3,0.29009297,0.27756038,0.30359158,0.2577079
0.2700857,2,0.34487602,0.30398032,0.27645412,0.28913477
0.2959094,2,0.29535115,0.31269136,0.2761613,0.3057666
0.34242013,1,0.32024452,0.31792772,0.41969293,0.38496223
0.3229666,5,0.3019271,0.30517372,0.2895312,0.3292579
0.25897768,6,0.3198904,0.31075844,0.38435745,0.29601827
0.3392542,5,0.37513727,0.4059894,0.31368995,0.335166
0.2900941,5,0.35597363,0.35675108,0.33131745,0.33712888
0.30776864,3,0.32557997,0.34137234,0.32138857,0.38536805
0.29227036,3,0.29377657,0.2907075,0.30375117,0.3585798
0.31566715,2,0.31090066,0.37369785,0.3249561,0.4020824
0.28873795,3,0.29491383,0.34375995,0.3110619,0.32480705
0.29596454,3,0.29436353,0.26256156,0.35196534,0.28497416
0.23629363,0,0.3968664,0.31832525,0.63407636,0.25117406
0.28125134,1,0.3000639,0.31337693,0.30541855,0.28544536
0.37666386,4,0.34384817,0.30738547,0.3307824,0.40291497
0.29173157,5,0.3065532,0.29588604,0.30451518,0.3380295
0.28891307,1,0.30170962,0.3118351,0.42311296,0.3570027
0.32033533,2,0.30860454,0.3027677,0.43893605,0.26227543
0.38819504,5,0.3534036,0.34510744,0.39134607,0.3855918
0.2230612,0,0.43086755,0.17541054,0.63314664,0.28517783
0.33744797,3,0.31696665,0.30254373,0.3725628,0.3558127
0.32388553,4,0.3423499,0.32213312,0.44723845,0.34729487
0.31180036,4,0.28777662,0.31170565,0.32617012,0.2864141
0.32654673,5,0.28640774,0.2943201,0.31852376,0.32759652
0.31125528,4,0.3364522,0.25234428,0.36394635,0.33924484
0.32218352,4,0.3629711,0.3064789,0.4065611,0.29058537
0.32262978,2,0.4000741,0.37025142,0.3383366,0.3374137
0.3377426,2,0.3803108,0.34833008,0.39089906,0.34934416
0.35221782,3,0.3409986,0.32942766,0.3323753,0.34603313
0.31608248,3,0.31715676,0.31352025,0.2700236,0.36069614
0.3422117,6,0.3537611,0.2893741,0.37304047,0.32022265
0.28457004,1,0.30167896,0.30185166,0.32997772,0.31904665
0.3203132,5,0.30276883,0.2859508,0.34664753,0.38046953
0.30659106,6,0.3256715,0.3044957,0.2941894,0.29650605
0.29854983,5,0.33796328,0.3231513,0.35206452,0.37351075
0.3019025,3,0.28169325,0.2932381,0.33427772,0.37748787
0.30383736,5,0.30203575,0.2897316,0.3562739,0.28511304
0.28382358,5,0.2901186,0.3038203,0.31744307,0.27171427
0.28609672,3,0.3265259,0.332982,0.3133663,0.32693043
0.33298206,4,0.32462582,0.36735255,0.32956192,0.26769027
0.33256292,1,0.36089134,0.37893364,0.38029712,0.44251752
0.31845677,0,0.5182627,0.20584503,0.7740332,0.40299237
0.3270935,3,0.2734791,0.3050337,0.29736552,0.28353077
0.36242357,3,0.37493178,0.35958457,0.34785226,0.35751414
0.3347104,1,0.3502183,0.32172477,0.32629785,0.31595585
0.30198485,0,0.3549372,0.28519422,0.4471778,0.40658963
0.27946654,4,0.30336687,0.31635675,0.3177416,0.25227597
0.31591588,5,0.33695176,0.29010448,0.34050348,0.29313734
0.29825938,3,0.2815294,0.31237718,0.32517716,0.4045976
0.30548036,4,0.2907784,0.33557898,0.28641236,0.3360214
0.31128174,5,0.33327,0.35947856,0.38023347,0.28314915
0.27687117,4,0.27655637,0.36802974,0.36749503,0.32146096
0.3032432,0,0.3372007,0.34585932,0.35570538,0.28960904
0.33409396,2,0.37501612,0.40465766,0.46164674,0.4019224
0.26821238,1,0.35043332,0.37420562,0.37494233,0.41693187
0.3047671,1,0.34383494,0.29506534,0.36773378,0.32416138
0.34642753,2,0.3802063,0.34272155,0.36778224,0.4387477
0.29249147,3,0.2779229,0.3507523,0.37917688,0.34859717
0.31570598,2,0.35154572,0.34479958,0.42576373,0.33545226
0.25929305,3,0.27351522,0.346566,0.30344027,0.34448385
0.29140785,5,0.3124375,0.26713657,0.3110004,0.38163215
0.32356083,6,0.2746876,0.33198038,0.31697398,0.30951586
0.2833378,3,0.29238495,0.28653878,0.3663362,0.41172072
0.33528763,3,0.3685618,0.30681607,0.38998112,0.30834526
0.2633896,1,0.26186544,0.3291688,0.37480304,0.29648745
0.3141018,4,0.3361151,0.28250575,0.3514212,0.2911849
0.30254897,5,0.31392944,0.29661494,0.31697342,0.2977288
0.31492856,6,0.35754085,0.289393,0.29615298,0.40792215
0.3727538,3,0.36715084,0.34139872,0.3494013,0.44349587
0.326619,3,0.2974341,0.3307777,0.3321553,0.30541107
0.35375825,3,0.343981,0.32149094,0.3833555,0.35847583
0.28727257,4,0.2802041,0.28422302,0.29384646,0.3276454
0.33314016,2,0.34047362,0.343973,0.40015805,0.3969855
0.25694764,1,0.30209455,0.30178168,0.43745142,0.2678008
0.30267006,3,0.30058622,0.31711632,0.34868455,0.35704973
0.28642556,5,0.3152174,0.3333847,0.2925844,0.3209139
0.33902872,5,0.34059125,0.2942329,0.36768332,0.37614945
0.3426791,6,0.33731174,0.31747374,0.3184827,0.32917446
0.29886243,1,0.3623088,0.32953683,0.3785739,0.33925384
0.27816135,1,0.31717905,0.3534669,0.3845756,0.40206203
0.32565358,2,0.35820714,0.3397336,0.35500872,0.3954523
0.27856442,6,0.29484937,0.29979196,0.3132225,0.28558117
0.31018576,4,0.26138663,0.29339486,0.35192367,0.34319264
0.28084695,0,0.5478232,0.19337457,0.6438963,0.34772992
0.25707573,3,0.2967796,0.29660583,0.31760153,0.33447844
0.28341874,2,0.3841764,0.36762357,0.3328761,0.3303354
0.26319176,6,0.29598615,0.31271,0.3731895,0.32195652
0.38399506,6,0.25949168,0.32284763,0.30902174,0.30983928
0.2951584,6,0.33687147,0.30423123,0.3388884,0.30711055
0.2935282,6,0.28173986,0.32178846,0.31590265,0.3338588
0.2703445,3,0.27427188,0.26217675,0.31781963,0.32587168
0.270782,3,0.27712598,0.29870316,0.36082494,0.36294878
0.23243889,0,0.5004004,0.17856885,0.5818683,0.2876361
0.31979078,5,0.29888067,0.3318063,0.31628993,0.35608116
0.34414607,4,0.28816894,0.4068538,0.31311238,0.3077796
0.27651513,2,0.32578725,0.30438548,0.34019458,0.27407163
0.31082964,2,0.32820487,0.30915925,0.2873534,0.28085825
0.269191,4,0.31472176,0.3064531,0.36279556,0.31226712
0.32372046,5,0.29328877,0.27216625,0.38980827,0.33234373
0.34354576,5,0.337267,0.29006758,0.39639798,0.3130326
0.2903941,4,0.32368466,0.3492026,0.34337777,0.33009008
0.31542653,6,0.3324099,0.32684082,0.4102558,0.3293309
0.38747203,6,0.33125943,0.30998975,0.37280476,0.34599215
0.33696896,6,0.3527924,0.32386637,0.33637407,0.4005906
0.29154775,5,0.30910248,0.3744756,0.27348465,0.30565688
0.3628316,6,0.30219835,0.34602797,0.29754388,0.31769183
0.36286816,4,0.31901,0.30174783,0.33603886,0.34722894
0.2998443,2,0.28686774,0.31059024,0.3224636,0.3002776
0.26014665,3,0.3234599,0.34134942,0.38808742,0.35244173
0.2596122,1,0.35720068,0.30498722,0.40073916,0.36033988
0.26950768,6,0.28692147,0.24448445,0.29996166,0.30492315
0.31798226,3,0.30797985,0.325351,0.31538504,0.3845448
0.3097993,2,0.28970006,0.31145662,0.3022937,0.2751313
0.32980064,5,0.35257918,0.30923405,0.31183392,0.33074313
0.28127167,6,0.282918,0.24407005,0.30733836,0.37108105
0.29550332,4,0.29041788,0.34903798,0.30627605,0.2779385
0.34406462,4,0.30070156,0.32258567,0.3476642,0.3563269
0.28481346,4,0.27019578,0.27072203,0.28134376,0.38683784
0.3009365,0,0.5163131,0.1946067,0.6807331,0.4220181
0.28940985,5,0.3219477,0.3219965,0.3178602,0.38413164
